text,emoji,label,injection_type
i'll just sit here and eat my lunch with you.,🥰,Plan,Consonant
i'll just sit here and eat my lunch with you.,😬,Plan,Dissonant
so fun.,,Praise,Plain
so fun.,😊,Praise,Consonant
so fun.,💀,Praise,Dissonant
so fun.,💐,Praise,Social
"it's a work in progress, and--and i know it's corny.",,Explain,Plain
"it's a work in progress, and--and i know it's corny.",🥀,Explain,Consonant
"it's a work in progress, and--and i know it's corny.",😇,Explain,Dissonant
that's what makes it funny. right?,,Confirm,Plain
that's what makes it funny. right?,🤗,Confirm,Consonant
that's what makes it funny. right?,😶,Confirm,Dissonant
that's what makes it funny. right?,🫡,Confirm,Social
"yeah, definitely.",,Agree,Plain
"yeah, definitely.",🤗,Agree,Consonant
"yeah, definitely.",😒,Agree,Dissonant
okay.,,Acknowledge,Plain
okay.,🎉,Acknowledge,Consonant
okay.,🥱,Acknowledge,Dissonant
thanks.,,Thank,Plain
thanks.,🎈,Thank,Consonant
thanks.,💀,Thank,Dissonant
calm down. it was fine.,,Comfort,Plain
calm down. it was fine.,💪,Comfort,Consonant
calm down. it was fine.,😑,Comfort,Dissonant
calm down. it was fine.,🕯️,Comfort,Social
"mateo, i want to apologize, both for the things that i said about you, and for thinking that you would ever make up a customer.",,Apologise,Plain
"mateo, i want to apologize, both for the things that i said about you, and for thinking that you would ever make up a customer.",🤐,Apologise,Consonant
"mateo, i want to apologize, both for the things that i said about you, and for thinking that you would ever make up a customer.",🧘,Apologise,Dissonant
"mateo, i want to apologize, both for the things that i said about you, and for thinking that you would ever make up a customer.",🏳️,Apologise,Social
"well, it's just hard.",,Complain,Plain
"well, it's just hard.",🤦,Complain,Consonant
"well, it's just hard.",🤪,Complain,Dissonant
how about lunch?,,Invite,Plain
how about lunch?,😿,Invite,Consonant
how about lunch?,🦄,Invite,Dissonant
we'll go up to the beef barn and get a--a table right near the tractor?,,Advise,Plain
we'll go up to the beef barn and get a--a table right near the tractor?,😤,Advise,Consonant
we'll go up to the beef barn and get a--a table right near the tractor?,🧘,Advise,Dissonant
we'll go up to the beef barn and get a--a table right near the tractor?,🧠,Advise,Social
maybe stop by a few museums or something on the way.,,Advise,Plain
maybe stop by a few museums or something on the way.,😿,Advise,Consonant
maybe stop by a few museums or something on the way.,🧘,Advise,Dissonant
maybe stop by a few museums or something on the way.,⚖️,Advise,Social
"oh, hey, jonah, will you help me read something real quick?",,Ask for help,Plain
"oh, hey, jonah, will you help me read something real quick?",😎,Ask for help,Consonant
"oh, hey, jonah, will you help me read something real quick?",😶,Ask for help,Dissonant
"oh, hey, jonah, will you help me read something real quick?",🛟,Ask for help,Social
"bam! 15,000 views!",,Flaunt,Plain
"bam! 15,000 views!",👍,Flaunt,Consonant
"bam! 15,000 views!",🥱,Flaunt,Dissonant
"bam! 15,000 views!",🍸,Flaunt,Social
yeah. i guess you are.,,Agree,Plain
yeah. i guess you are.,💖,Agree,Consonant
yeah. i guess you are.,🙃,Agree,Dissonant
"oh, hey, speaking of the rat traps, did you get a chance to watch the video before you posted it?",,Confirm,Plain
"oh, hey, speaking of the rat traps, did you get a chance to watch the video before you posted it?",📉,Confirm,Consonant
"oh, hey, speaking of the rat traps, did you get a chance to watch the video before you posted it?",🍵,Confirm,Dissonant
"oh, hey, speaking of the rat traps, did you get a chance to watch the video before you posted it?",✅,Confirm,Social
"well, that's why i switched to birds.",,Explain,Plain
"well, that's why i switched to birds.",👎,Explain,Consonant
"well, that's why i switched to birds.",🧘,Explain,Dissonant
that's cool.,,Praise,Plain
that's cool.,👍,Praise,Consonant
that's cool.,😶,Praise,Dissonant
that's cool.,👑,Praise,Social
it gave us a chance to get to know each other better.,,Explain,Plain
it gave us a chance to get to know each other better.,💪,Explain,Consonant
it gave us a chance to get to know each other better.,😒,Explain,Dissonant
you wanna know something funny?,,Confirm,Plain
you wanna know something funny?,💪,Confirm,Consonant
you wanna know something funny?,😏,Confirm,Dissonant
you wanna know something funny?,🆗,Confirm,Social
"uh, yeah!",,Agree,Plain
"uh, yeah!",😊,Agree,Consonant
"uh, yeah!",😏,Agree,Dissonant
"well, i--i just gotta go grab the form to write you up.",,Leave,Plain
"well, i--i just gotta go grab the form to write you up.",😣,Leave,Consonant
"well, i--i just gotta go grab the form to write you up.",🍵,Leave,Dissonant
"oh, but thank you so much for sharing that with me.",,Thank,Plain
"oh, but thank you so much for sharing that with me.",🤩,Thank,Consonant
"oh, but thank you so much for sharing that with me.",🤥,Thank,Dissonant
"i made them all up, but i am sorry.",,Apologise,Plain
"i made them all up, but i am sorry.",😢,Apologise,Consonant
"i made them all up, but i am sorry.",👋,Apologise,Dissonant
"i made them all up, but i am sorry.",🤕,Apologise,Social
"okay, what can i do to show you that i mean it?",,Asking for opinions,Plain
"okay, what can i do to show you that i mean it?",🎈,Asking for opinions,Consonant
"okay, what can i do to show you that i mean it?",🙃,Asking for opinions,Dissonant
well...,,Acknowledge,Plain
well...,🎉,Acknowledge,Consonant
well...,😶,Acknowledge,Dissonant
"oh, you don't really have to clean out the rat traps.",,Advise,Plain
"oh, you don't really have to clean out the rat traps.",🤬,Advise,Consonant
"oh, you don't really have to clean out the rat traps.",😊,Advise,Dissonant
"oh, you don't really have to clean out the rat traps.",☝️,Advise,Social
"yeah, that's not exactly how i wanted to win.",,Oppose,Plain
"yeah, that's not exactly how i wanted to win.",📉,Oppose,Consonant
"yeah, that's not exactly how i wanted to win.",😇,Oppose,Dissonant
"oh, well, i worked fast food jobs through high school, so i know my way around a rat trap.",,Explain,Plain
"oh, well, i worked fast food jobs through high school, so i know my way around a rat trap.",😢,Explain,Consonant
"oh, well, i worked fast food jobs through high school, so i know my way around a rat trap.",🙂,Explain,Dissonant
so many talents.,,Praise,Plain
so many talents.,🔥,Praise,Consonant
so many talents.,😐,Praise,Dissonant
so many talents.,🙌,Praise,Social
all right. oh.,,Acknowledge,Plain
all right. oh.,😎,Acknowledge,Consonant
all right. oh.,💀,Acknowledge,Dissonant
where are we watching this year?,,Asking for opinions,Plain
where are we watching this year?,📉,Asking for opinions,Consonant
where are we watching this year?,🙂,Asking for opinions,Dissonant
"jerusha's ovulating, so we'll probably just have it on in the background on a tv on a dresser.",,Explain,Plain
"jerusha's ovulating, so we'll probably just have it on in the background on a tv on a dresser.",💔,Explain,Consonant
"jerusha's ovulating, so we'll probably just have it on in the background on a tv on a dresser.",💅,Explain,Dissonant
i am!,,Emphasize,Plain
i am!,👍,Emphasize,Consonant
i am!,😐,Emphasize,Dissonant
i'm going to barbecue.,,Plan,Plain
i'm going to barbecue.,😊,Plan,Consonant
i'm going to barbecue.,😬,Plan,Dissonant
i know where to get the sauce--that's easy.,,Flaunt,Plain
i know where to get the sauce--that's easy.,🤬,Flaunt,Consonant
i know where to get the sauce--that's easy.,😅,Flaunt,Dissonant
i know where to get the sauce--that's easy.,🤑,Flaunt,Social
you really don't have to do this.,,Prevent,Plain
you really don't have to do this.,👏,Prevent,Consonant
you really don't have to do this.,🤥,Prevent,Dissonant
"you can host a party next year, when your life isn't in shambles.",,Advise,Plain
"you can host a party next year, when your life isn't in shambles.",😿,Advise,Consonant
"you can host a party next year, when your life isn't in shambles.",😇,Advise,Dissonant
"you can host a party next year, when your life isn't in shambles.",⚖️,Advise,Social
"you guys, my life is not in shambles.",,Oppose,Plain
"you guys, my life is not in shambles.",🥰,Oppose,Consonant
"you guys, my life is not in shambles.",🌚,Oppose,Dissonant
he meant your life has fallen to pieces.,,Explain,Plain
he meant your life has fallen to pieces.,😫,Explain,Consonant
he meant your life has fallen to pieces.,😊,Explain,Dissonant
shambles implies more of a disaster-wreckage situation.,,Explain,Plain
shambles implies more of a disaster-wreckage situation.,😣,Explain,Consonant
shambles implies more of a disaster-wreckage situation.,💅,Explain,Dissonant
she was born on third base.,,Introduce,Plain
she was born on third base.,👏,Introduce,Consonant
she was born on third base.,🤐,Introduce,Dissonant
she was born on third base.,🐣,Introduce,Social
"ugh, i'm overdressed.",,Flaunt,Plain
"ugh, i'm overdressed.",🥀,Flaunt,Consonant
"ugh, i'm overdressed.",🤠,Flaunt,Dissonant
"ugh, i'm overdressed.",🏰,Flaunt,Social
i think you look nice.,,Praise,Plain
i think you look nice.,✨,Praise,Consonant
i think you look nice.,🧐,Praise,Dissonant
i think you look nice.,👏,Praise,Social
"no, no, you're part of the group.",,Oppose,Plain
"no, no, you're part of the group.",😢,Oppose,Consonant
"no, no, you're part of the group.",😅,Oppose,Dissonant
he only got to hang out with them because he was related to scooby.,,Explain,Plain
he only got to hang out with them because he was related to scooby.,😫,Explain,Consonant
he only got to hang out with them because he was related to scooby.,😇,Explain,Dissonant
"whoa, somebody's overdressed.",,Taunt,Plain
"whoa, somebody's overdressed.",😠,Taunt,Consonant
"whoa, somebody's overdressed.",🤪,Taunt,Dissonant
"whoa, somebody's overdressed.",🎻,Taunt,Social
i've seen less sparkles at a pride parade.,,Taunt,Plain
i've seen less sparkles at a pride parade.,😠,Taunt,Consonant
i've seen less sparkles at a pride parade.,🦄,Taunt,Dissonant
i've seen less sparkles at a pride parade.,🤌,Taunt,Social
all the photos of adam are gone.,,Introduce,Plain
all the photos of adam are gone.,😤,Introduce,Consonant
all the photos of adam are gone.,🦄,Introduce,Dissonant
all the photos of adam are gone.,🤝,Introduce,Social
everyone enjoying themselves?,,Care,Plain
everyone enjoying themselves?,❤️,Care,Consonant
everyone enjoying themselves?,🎭,Care,Dissonant
everyone enjoying themselves?,💝,Care,Social
ah-ah! i don't think that's what it's called.,,Oppose,Plain
ah-ah! i don't think that's what it's called.,😩,Oppose,Consonant
ah-ah! i don't think that's what it's called.,🤷,Oppose,Dissonant
i'm going to go fill up my handmaid's ale.,,Leave,Plain
i'm going to go fill up my handmaid's ale.,🤐,Leave,Consonant
i'm going to go fill up my handmaid's ale.,💅,Leave,Dissonant
that's a clever name.,,Praise,Plain
that's a clever name.,😊,Praise,Consonant
that's a clever name.,🌚,Praise,Dissonant
that's a clever name.,🥂,Praise,Social
"yes, was he pumping petrol?",,Joke,Plain
"yes, was he pumping petrol?",😞,Joke,Consonant
"yes, was he pumping petrol?",😇,Joke,Dissonant
where might i find the ah right next to the vit-ah-mins.,,Joke,Plain
where might i find the ah right next to the vit-ah-mins.,💔,Joke,Consonant
where might i find the ah right next to the vit-ah-mins.,😘,Joke,Dissonant
it was this guy that used to come in all the time.,,Introduce,Plain
it was this guy that used to come in all the time.,👍,Introduce,Consonant
it was this guy that used to come in all the time.,😐,Introduce,Dissonant
it was this guy that used to come in all the time.,🐣,Introduce,Social
"are you making fun of us? oh, no.",,Doubt,Plain
"are you making fun of us? oh, no.",🤦,Doubt,Consonant
"are you making fun of us? oh, no.",💅,Doubt,Dissonant
"uh, pardon me, but do you have any bags of mulch?",,Joke,Plain
"uh, pardon me, but do you have any bags of mulch?",😭,Joke,Consonant
"uh, pardon me, but do you have any bags of mulch?",🧘,Joke,Dissonant
he sounded exactly like that.,,Introduce,Plain
he sounded exactly like that.,🤗,Introduce,Consonant
he sounded exactly like that.,🙄,Introduce,Dissonant
he sounded exactly like that.,📛,Introduce,Social
it wasn't.,,Oppose,Plain
it wasn't.,🤢,Oppose,Consonant
it wasn't.,🙂,Oppose,Dissonant
it wasn't.,,Oppose,Plain
it wasn't.,💔,Oppose,Consonant
it wasn't.,🦄,Oppose,Dissonant
is this like a  mannequin  situation?,,Taunt,Plain
is this like a  mannequin  situation?,📉,Taunt,Consonant
is this like a  mannequin  situation?,😊,Taunt,Dissonant
is this like a  mannequin  situation?,🤥,Taunt,Social
"um, hey. jonah, could i get your help for a minute?",,Ask for help,Plain
